MarketID,MarketName,EntryDate,CommodityID,CommodityName,ModalPrice,Arrival,Unit,Season
118,Williamnagar,08/06/2016,41,Ginger,1050,1500,Quintal,March to Mid April
118,Williamnagar,05/07/2016,41,Ginger,950,1000,Quintal,March to Mid April
118,Williamnagar,04/08/2017,41,Ginger,625,1600,Quintal,March to Mid April
118,Williamnagar,04/09/2016,41,Ginger,1050,950,Quintal,March to Mid April
118,Williamnagar,07/09/2016,41,Ginger,850,1300,Quintal,March to Mid April
118,Williamnagar,06/10/2017,41,Ginger,510,1400,Quintal,March to Mid April
118,Williamnagar,02/11/2017,41,Ginger,515,700,Quintal,March to Mid April
118,Williamnagar,09/11/2020,41,Ginger,3750,15,Quintal,March to Mid April
118,Williamnagar,09/11/2021,41,Ginger,1750,0.5,Quintal,March to Mid April
118,Williamnagar,03/12/2016,41,Ginger,925,700,Quintal,March to Mid April
118,Williamnagar,08/12/2017,41,Ginger,525,1000,Quintal,March to Mid April
118,Williamnagar,09/12/2015,41,Ginger,850,450,Quintal,March to Mid April
118,Williamnagar,11/12/2020,41,Ginger,5250,40,Quintal,March to Mid April
118,Williamnagar,02/13/2021,41,Ginger,825,10,Quintal,March to Mid April
118,Williamnagar,05/13/2017,41,Ginger,675,1900,Quintal,March to Mid April
118,Williamnagar,08/13/2016,41,Ginger,1250,1400,Quintal,March to Mid April
118,Williamnagar,05/14/2016,41,Ginger,1150,1050,Quintal,March to Mid April
118,Williamnagar,12/14/2020,41,Ginger,1600,10,Quintal,March to Mid April
118,Williamnagar,04/15/2017,41,Ginger,575,1700,Quintal,March to Mid April
118,Williamnagar,09/15/2018,41,Ginger,3150,120,Quintal,March to Mid April
118,Williamnagar,04/16/2016,41,Ginger,1150,1000,Quintal,March to Mid April
118,Williamnagar,07/16/2016,41,Ginger,975,1200,Quintal,March to Mid April
118,Williamnagar,06/17/2017,41,Ginger,490,1200,Quintal,March to Mid April
118,Williamnagar,10/17/2015,41,Ginger,950,500,Quintal,March to Mid April
118,Williamnagar,02/18/2017,41,Ginger,510,750,Quintal,March to Mid April
118,Williamnagar,07/18/2015,41,Ginger,1220,105,Quintal,March to Mid April
118,Williamnagar,03/19/2016,41,Ginger,750,750,Quintal,March to Mid April
118,Williamnagar,01/20/2022,41,Ginger,1200,5,Quintal,March to Mid April
118,Williamnagar,05/20/2017,41,Ginger,625,1800,Quintal,March to Mid April
118,Williamnagar,05/21/2016,41,Ginger,1225,1100,Quintal,March to Mid April
118,Williamnagar,06/21/2015,41,Ginger,950,60,Quintal,March to Mid April
118,Williamnagar,10/21/2020,41,Ginger,5200,30,Quintal,March to Mid April
118,Williamnagar,04/22/2017,41,Ginger,675,1800,Quintal,March to Mid April
118,Williamnagar,09/22/2018,41,Ginger,3050,110,Quintal,March to Mid April
118,Williamnagar,10/22/2016,41,Ginger,1050,1000,Quintal,March to Mid April
118,Williamnagar,07/23/2016,41,Ginger,850,1300,Quintal,March to Mid April
118,Williamnagar,06/24/2017,41,Ginger,525,1400,Quintal,March to Mid April
118,Williamnagar,03/25/2017,41,Ginger,550,1400,Quintal,March to Mid April
118,Williamnagar,07/25/2015,41,Ginger,1050,150,Quintal,March to Mid April
118,Williamnagar,09/25/2020,41,Ginger,4250,30,Quintal,March to Mid April
118,Williamnagar,08/26/2017,41,Ginger,525,1000,Quintal,March to Mid April
118,Williamnagar,05/27/2017,41,Ginger,575,1600,Quintal,March to Mid April
118,Williamnagar,06/27/2015,41,Ginger,1150,75,Quintal,March to Mid April
118,Williamnagar,10/27/2018,41,Ginger,2050,110,Quintal,March to Mid April
118,Williamnagar,07/28/2018,41,Ginger,2150,150,Quintal,March to Mid April
118,Williamnagar,08/28/2020,41,Ginger,3450,15,Quintal,March to Mid April
118,Williamnagar,04/29/2017,41,Ginger,550,1900,Quintal,March to Mid April
118,Williamnagar,09/29/2018,41,Ginger,3050,100,Quintal,March to Mid April
120,Songsak,03/02/2021,41,Ginger,725,10,Quintal,March to Mid April
120,Songsak,02/09/2021,41,Ginger,720,10,Quintal,March to Mid April
120,Songsak,11/12/2020,41,Ginger,5250,40,Quintal,March to Mid April
120,Songsak,10/19/2021,41,Ginger,1750,0.7,Quintal,March to Mid April
120,Songsak,09/21/2021,41,Ginger,1750,1.5,Quintal,March to Mid April
120,Songsak,11/26/2021,41,Ginger,1750,1,Quintal,March to Mid April
214,Iewduh(Shillong),05/01/2018,36,Tomato,1400,20,Quintal,Feb and July to August
214,Iewduh(Shillong),05/01/2019,36,Tomato,2750,20,Quintal,Feb and July to August
214,Iewduh(Shillong),07/01/2019,36,Tomato,3000,100,Quintal,Feb and July to August
214,Iewduh(Shillong),07/01/2021,36,Tomato,1800,150,Quintal,Feb and July to August
214,Iewduh(Shillong),08/01/2018,36,Tomato,1100,240,Quintal,Feb and July to August
214,Iewduh(Shillong),08/01/2019,36,Tomato,3850,150,Quintal,Feb and July to August
214,Iewduh(Shillong),09/01/2020,36,Tomato,4500,80,Quintal,Feb and July to August
214,Iewduh(Shillong),09/01/2021,36,Tomato,1700,100,Quintal,Feb and July to August
214,Iewduh(Shillong),10/01/2018,36,Tomato,2400,80,Quintal,Feb and July to August
214,Iewduh(Shillong),10/01/2019,36,Tomato,3500,150,Quintal,Feb and July to August
214,Iewduh(Shillong),10/01/2020,36,Tomato,5000,90,Quintal,Feb and July to August
214,Iewduh(Shillong),10/01/2021,36,Tomato,3200,80,Quintal,Feb and July to August
214,Iewduh(Shillong),11/01/2018,36,Tomato,1400,220,Quintal,Feb and July to August
214,Iewduh(Shillong),11/01/2019,36,Tomato,3200,150,Quintal,Feb and July to August
214,Iewduh(Shillong),11/01/2021,36,Tomato,4000,150,Quintal,Feb and July to August
214,Iewduh(Shillong),12/01/2020,36,Tomato,5800,40,Quintal,Feb and July to August
214,Iewduh(Shillong),12/01/2021,36,Tomato,5000,60,Quintal,Feb and July to August
214,Iewduh(Shillong),05/02/2018,36,Tomato,1400,25,Quintal,Feb and July to August
214,Iewduh(Shillong),05/02/2019,36,Tomato,2500,15,Quintal,Feb and July to August
214,Iewduh(Shillong),07/02/2018,36,Tomato,2500,150,Quintal,Feb and July to August
214,Iewduh(Shillong),07/02/2019,36,Tomato,3200,100,Quintal,Feb and July to August
214,Iewduh(Shillong),07/02/2021,36,Tomato,1800,150,Quintal,Feb and July to August
214,Iewduh(Shillong),08/02/2018,36,Tomato,1500,250,Quintal,Feb and July to August
214,Iewduh(Shillong),08/02/2019,36,Tomato,3850,150,Quintal,Feb and July to August
214,Iewduh(Shillong),08/02/2021,36,Tomato,1700,120,Quintal,Feb and July to August
214,Iewduh(Shillong),09/02/2019,36,Tomato,3000,50,Quintal,Feb and July to August
214,Iewduh(Shillong),09/02/2020,36,Tomato,4500,100,Quintal,Feb and July to August
214,Iewduh(Shillong),09/02/2021,36,Tomato,1850,150,Quintal,Feb and July to August
214,Iewduh(Shillong),11/02/2018,36,Tomato,1600,220,Quintal,Feb and July to August
214,Iewduh(Shillong),11/02/2020,36,Tomato,3500,100,Quintal,Feb and July to August
214,Iewduh(Shillong),11/02/2021,36,Tomato,3600,180,Quintal,Feb and July to August
214,Iewduh(Shillong),12/02/2019,36,Tomato,3250,90,Quintal,Feb and July to August
214,Iewduh(Shillong),12/02/2020,36,Tomato,5000,90,Quintal,Feb and July to August
214,Iewduh(Shillong),12/02/2021,36,Tomato,5500,50,Quintal,Feb and July to August
214,Iewduh(Shillong),05/03/2018,36,Tomato,1300,25,Quintal,Feb and July to August
214,Iewduh(Shillong),05/03/2019,36,Tomato,2500,15,Quintal,Feb and July to August
214,Iewduh(Shillong),05/03/2021,36,Tomato,1400,20,Quintal,Feb and July to August
214,Iewduh(Shillong),06/03/2019,36,Tomato,4200,80,Quintal,Feb and July to August
214,Iewduh(Shillong),07/03/2019,36,Tomato,3850,100,Quintal,Feb and July to August
214,Iewduh(Shillong),08/03/2018,36,Tomato,1200,200,Quintal,Feb and July to August
214,Iewduh(Shillong),08/03/2020,36,Tomato,4500,80,Quintal,Feb and July to August
214,Iewduh(Shillong),08/03/2021,36,Tomato,1800,200,Quintal,Feb and July to August
214,Iewduh(Shillong),09/03/2020,36,Tomato,4500,80,Quintal,Feb and July to August
214,Iewduh(Shillong),09/03/2021,36,Tomato,1800,90,Quintal,Feb and July to August
214,Iewduh(Shillong),10/03/2018,36,Tomato,2500,90,Quintal,Feb and July to August
214,Iewduh(Shillong),10/03/2019,36,Tomato,3500,140,Quintal,Feb and July to August
214,Iewduh(Shillong),11/03/2020,36,Tomato,3500,150,Quintal,Feb and July to August
214,Iewduh(Shillong),11/03/2021,36,Tomato,4000,150,Quintal,Feb and July to August
214,Iewduh(Shillong),12/03/2018,36,Tomato,2000,80,Quintal,Feb and July to August
214,Iewduh(Shillong),12/03/2019,36,Tomato,3000,100,Quintal,Feb and July to August
214,Iewduh(Shillong),12/03/2021,36,Tomato,5500,40,Quintal,Feb and July to August
214,Iewduh(Shillong),05/04/2018,36,Tomato,1300,25,Quintal,Feb and July to August
214,Iewduh(Shillong),05/04/2021,36,Tomato,1550,30,Quintal,Feb and July to August
214,Iewduh(Shillong),06/04/2019,36,Tomato,3600,90,Quintal,Feb and July to August
214,Iewduh(Shillong),06/04/2020,36,Tomato,2000,35,Quintal,Feb and July to August
214,Iewduh(Shillong),07/04/2018,36,Tomato,1800,200,Quintal,Feb and July to August
214,Iewduh(Shillong),07/04/2019,36,Tomato,4000,90,Quintal,Feb and July to August
214,Iewduh(Shillong),08/04/2020,36,Tomato,4500,80,Quintal,Feb and July to August
214,Iewduh(Shillong),08/04/2021,36,Tomato,1500,200,Quintal,Feb and July to August
214,Iewduh(Shillong),09/04/2018,36,Tomato,1600,220,Quintal,Feb and July to August
214,Iewduh(Shillong),09/04/2019,36,Tomato,3500,150,Quintal,Feb and July to August
214,Iewduh(Shillong),09/04/2020,36,Tomato,4500,90,Quintal,Feb and July to August
214,Iewduh(Shillong),10/04/2018,36,Tomato,2500,100,Quintal,Feb and July to August
214,Iewduh(Shillong),10/04/2019,36,Tomato,3500,150,Quintal,Feb and July to August
214,Iewduh(Shillong),10/04/2021,36,Tomato,4000,50,Quintal,Feb and July to August
214,Iewduh(Shillong),11/04/2019,36,Tomato,3800,100,Quintal,Feb and July to August
214,Iewduh(Shillong),11/04/2020,36,Tomato,3600,120,Quintal,Feb and July to August
214,Iewduh(Shillong),12/04/2018,36,Tomato,2400,60,Quintal,Feb and July to August
214,Iewduh(Shillong),12/04/2019,36,Tomato,3000,120,Quintal,Feb and July to August
214,Iewduh(Shillong),12/04/2020,36,Tomato,5600,40,Quintal,Feb and July to August
214,Iewduh(Shillong),07/05/2018,36,Tomato,1800,150,Quintal,Feb and July to August
214,Iewduh(Shillong),07/05/2019,36,Tomato,4500,90,Quintal,Feb and July to August
214,Iewduh(Shillong),07/05/2021,36,Tomato,1800,150,Quintal,Feb and July to August
214,Iewduh(Shillong),08/05/2019,36,Tomato,3850,100,Quintal,Feb and July to August
214,Iewduh(Shillong),08/05/2020,36,Tomato,4500,70,Quintal,Feb and July to August
214,Iewduh(Shillong),08/05/2021,36,Tomato,1900,150,Quintal,Feb and July to August
214,Iewduh(Shillong),09/05/2018,36,Tomato,1500,275,Quintal,Feb and July to August
214,Iewduh(Shillong),09/05/2019,36,Tomato,3500,170,Quintal,Feb and July to August
214,Iewduh(Shillong),10/05/2018,36,Tomato,2500,90,Quintal,Feb and July to August
214,Iewduh(Shillong),10/05/2020,36,Tomato,5000,100,Quintal,Feb and July to August
214,Iewduh(Shillong),10/05/2021,36,Tomato,4500,60,Quintal,Feb and July to August
214,Iewduh(Shillong),11/05/2018,36,Tomato,1600,180,Quintal,Feb and July to August
214,Iewduh(Shillong),11/05/2019,36,Tomato,4000,130,Quintal,Feb and July to August
214,Iewduh(Shillong),11/05/2020,36,Tomato,3500,160,Quintal,Feb and July to August
214,Iewduh(Shillong),11/05/2021,36,Tomato,3800,120,Quintal,Feb and July to August
214,Iewduh(Shillong),12/05/2018,36,Tomato,1850,100,Quintal,Feb and July to August
214,Iewduh(Shillong),12/05/2019,36,Tomato,3500,90,Quintal,Feb and July to August
214,Iewduh(Shillong),05/06/2019,36,Tomato,2200,10,Quintal,Feb and July to August
214,Iewduh(Shillong),06/06/2018,36,Tomato,3000,15,Quintal,Feb and July to August
214,Iewduh(Shillong),06/06/2019,36,Tomato,3800,90,Quintal,Feb and July to August
214,Iewduh(Shillong),07/06/2018,36,Tomato,2350,150,Quintal,Feb and July to August
214,Iewduh(Shillong),07/06/2020,36,Tomato,5000,30,Quintal,Feb and July to August
214,Iewduh(Shillong),07/06/2021,36,Tomato,1800,160,Quintal,Feb and July to August
214,Iewduh(Shillong),08/06/2018,36,Tomato,1500,150,Quintal,Feb and July to August
214,Iewduh(Shillong),08/06/2019,36,Tomato,3800,120,Quintal,Feb and July to August
214,Iewduh(Shillong),08/06/2021,36,Tomato,2000,200,Quintal,Feb and July to August
214,Iewduh(Shillong),09/06/2018,36,Tomato,1800,200,Quintal,Feb and July to August
214,Iewduh(Shillong),09/06/2019,36,Tomato,3500,160,Quintal,Feb and July to August
214,Iewduh(Shillong),09/06/2021,36,Tomato,1850,80,Quintal,Feb and July to August
214,Iewduh(Shillong),10/06/2020,36,Tomato,4500,120,Quintal,Feb and July to August
214,Iewduh(Shillong),10/06/2021,36,Tomato,4000,70,Quintal,Feb and July to August
214,Iewduh(Shillong),11/06/2018,36,Tomato,1800,200,Quintal,Feb and July to August
214,Iewduh(Shillong),11/06/2019,36,Tomato,4000,180,Quintal,Feb and July to August
214,Iewduh(Shillong),11/06/2020,36,Tomato,3500,1000,Quintal,Feb and July to August
214,Iewduh(Shillong),12/06/2018,36,Tomato,2000,90,Quintal,Feb and July to August
214,Iewduh(Shillong),12/06/2019,36,Tomato,3650,80,Quintal,Feb and July to August
214,Iewduh(Shillong),12/06/2021,36,Tomato,5500,35,Quintal,Feb and July to August
214,Iewduh(Shillong),05/07/2018,36,Tomato,1750,20,Quintal,Feb and July to August
214,Iewduh(Shillong),05/07/2019,36,Tomato,2400,15,Quintal,Feb and July to August
214,Iewduh(Shillong),06/07/2018,36,Tomato,3000,35,Quintal,Feb and July to August
214,Iewduh(Shillong),06/07/2019,36,Tomato,3500,80,Quintal,Feb and July to August
214,Iewduh(Shillong),07/07/2021,36,Tomato,2200,110,Quintal,Feb and July to August
214,Iewduh(Shillong),08/07/2018,36,Tomato,1500,200,Quintal,Feb and July to August
214,Iewduh(Shillong),08/07/2019,36,Tomato,4000,100,Quintal,Feb and July to August
214,Iewduh(Shillong),08/07/2020,36,Tomato,4200,100,Quintal,Feb and July to August
214,Iewduh(Shillong),09/07/2020,36,Tomato,5000,60,Quintal,Feb and July to August
214,Iewduh(Shillong),09/07/2021,36,Tomato,2500,60,Quintal,Feb and July to August
214,Iewduh(Shillong),10/07/2020,36,Tomato,4000,120,Quintal,Feb and July to August
214,Iewduh(Shillong),10/07/2021,36,Tomato,4500,100,Quintal,Feb and July to August
214,Iewduh(Shillong),12/07/2018,36,Tomato,2000,80,Quintal,Feb and July to August
214,Iewduh(Shillong),12/07/2020,36,Tomato,5850,50,Quintal,Feb and July to August
214,Iewduh(Shillong),12/07/2021,36,Tomato,5800,60,Quintal,Feb and July to August
214,Iewduh(Shillong),05/08/2018,36,Tomato,1600,25,Quintal,Feb and July to August
214,Iewduh(Shillong),05/08/2019,36,Tomato,3000,25,Quintal,Feb and July to August
214,Iewduh(Shillong),06/08/2018,36,Tomato,3000,30,Quintal,Feb and July to August
214,Iewduh(Shillong),06/08/2021,36,Tomato,1600,150,Quintal,Feb and July to August
214,Iewduh(Shillong),07/08/2019,36,Tomato,4500,30,Quintal,Feb and July to August
214,Iewduh(Shillong),07/08/2021,36,Tomato,1800,200,Quintal,Feb and July to August
214,Iewduh(Shillong),08/08/2018,36,Tomato,1500,250,Quintal,Feb and July to August
214,Iewduh(Shillong),08/08/2019,36,Tomato,4000,120,Quintal,Feb and July to August
214,Iewduh(Shillong),09/08/2020,36,Tomato,5000,80,Quintal,Feb and July to August
214,Iewduh(Shillong),09/08/2021,36,Tomato,1800,150,Quintal,Feb and July to August
214,Iewduh(Shillong),10/08/2018,36,Tomato,2400,150,Quintal,Feb and July to August
214,Iewduh(Shillong),10/08/2021,36,Tomato,4500,75,Quintal,Feb and July to August
214,Iewduh(Shillong),11/08/2018,36,Tomato,1500,200,Quintal,Feb and July to August
214,Iewduh(Shillong),11/08/2021,36,Tomato,3800,160,Quintal,Feb and July to August
214,Iewduh(Shillong),12/08/2020,36,Tomato,6000,60,Quintal,Feb and July to August
214,Iewduh(Shillong),12/08/2021,36,Tomato,5800,45,Quintal,Feb and July to August
214,Iewduh(Shillong),05/09/2018,36,Tomato,1200,25,Quintal,Feb and July to August
214,Iewduh(Shillong),05/09/2019,36,Tomato,3000,20,Quintal,Feb and July to August
214,Iewduh(Shillong),06/09/2020,36,Tomato,2500,20,Quintal,Feb and July to August
214,Iewduh(Shillong),06/09/2021,36,Tomato,2200,100,Quintal,Feb and July to August
214,Iewduh(Shillong),07/09/2018,36,Tomato,1800,150,Quintal,Feb and July to August
214,Iewduh(Shillong),07/09/2019,36,Tomato,3850,100,Quintal,Feb and July to August
214,Iewduh(Shillong),07/09/2020,36,Tomato,4000,100,Quintal,Feb and July to August
214,Iewduh(Shillong),07/09/2021,36,Tomato,2000,100,Quintal,Feb and July to August
214,Iewduh(Shillong),08/09/2018,36,Tomato,1500,200,Quintal,Feb and July to August
214,Iewduh(Shillong),08/09/2019,36,Tomato,4500,100,Quintal,Feb and July to August
214,Iewduh(Shillong),08/09/2021,36,Tomato,2800,100,Quintal,Feb and July to August
214,Iewduh(Shillong),09/09/2019,36,Tomato,3500,100,Quintal,Feb and July to August
214,Iewduh(Shillong),09/09/2020,36,Tomato,5000,80,Quintal,Feb and July to August
214,Iewduh(Shillong),09/09/2021,36,Tomato,2300,150,Quintal,Feb and July to August
214,Iewduh(Shillong),10/09/2018,36,Tomato,2400,190,Quintal,Feb and July to August
214,Iewduh(Shillong),10/09/2019,36,Tomato,3500,150,Quintal,Feb and July to August
214,Iewduh(Shillong),10/09/2020,36,Tomato,3500,120,Quintal,Feb and July to August
214,Iewduh(Shillong),11/09/2020,36,Tomato,3600,100,Quintal,Feb and July to August
214,Iewduh(Shillong),11/09/2021,36,Tomato,4000,150,Quintal,Feb and July to August
214,Iewduh(Shillong),12/09/2019,36,Tomato,4000,60,Quintal,Feb and July to August
214,Iewduh(Shillong),12/09/2020,36,Tomato,5800,90,Quintal,Feb and July to August
214,Iewduh(Shillong),12/09/2021,36,Tomato,5800,60,Quintal,Feb and July to August
214,Iewduh(Shillong),04/10/2018,36,Tomato,1400,10,Quintal,Feb and July to August
214,Iewduh(Shillong),05/10/2018,36,Tomato,1300,30,Quintal,Feb and July to August
214,Iewduh(Shillong),06/10/2019,36,Tomato,3850,80,Quintal,Feb and July to August
214,Iewduh(Shillong),06/10/2020,36,Tomato,2400,25,Quintal,Feb and July to August
214,Iewduh(Shillong),06/10/2021,36,Tomato,2200,110,Quintal,Feb and July to August
214,Iewduh(Shillong),07/10/2018,36,Tomato,1750,180,Quintal,Feb and July to August
214,Iewduh(Shillong),07/10/2019,36,Tomato,4000,40,Quintal,Feb and July to August
214,Iewduh(Shillong),07/10/2020,36,Tomato,4500,100,Quintal,Feb and July to August
214,Iewduh(Shillong),08/10/2018,36,Tomato,1000,300,Quintal,Feb and July to August
214,Iewduh(Shillong),08/10/2020,36,Tomato,4000,100,Quintal,Feb and July to August
214,Iewduh(Shillong),08/10/2021,36,Tomato,2800,150,Quintal,Feb and July to August
214,Iewduh(Shillong),09/10/2018,36,Tomato,2200,150,Quintal,Feb and July to August
214,Iewduh(Shillong),09/10/2019,36,Tomato,3000,120,Quintal,Feb and July to August
214,Iewduh(Shillong),09/10/2020,36,Tomato,5000,80,Quintal,Feb and July to August
214,Iewduh(Shillong),09/10/2021,36,Tomato,1850,100,Quintal,Feb and July to August
214,Iewduh(Shillong),10/10/2018,36,Tomato,2500,130,Quintal,Feb and July to August
214,Iewduh(Shillong),10/10/2019,36,Tomato,3800,180,Quintal,Feb and July to August
214,Iewduh(Shillong),11/10/2020,36,Tomato,4500,60,Quintal,Feb and July to August
214,Iewduh(Shillong),11/10/2021,36,Tomato,3800,140,Quintal,Feb and July to August
214,Iewduh(Shillong),12/10/2018,36,Tomato,2350,90,Quintal,Feb and July to August
214,Iewduh(Shillong),12/10/2020,36,Tomato,5000,80,Quintal,Feb and July to August
214,Iewduh(Shillong),12/10/2021,36,Tomato,5300,50,Quintal,Feb and July to August
214,Iewduh(Shillong),05/11/2018,36,Tomato,1400,30,Quintal,Feb and July to August
214,Iewduh(Shillong),06/11/2018,36,Tomato,3400,30,Quintal,Feb and July to August
214,Iewduh(Shillong),06/11/2019,36,Tomato,3650,100,Quintal,Feb and July to August
214,Iewduh(Shillong),06/11/2020,36,Tomato,2500,20,Quintal,Feb and July to August
214,Iewduh(Shillong),06/11/2021,36,Tomato,1900,150,Quintal,Feb and July to August
214,Iewduh(Shillong),07/11/2018,36,Tomato,1700,200,Quintal,Feb and July to August
214,Iewduh(Shillong),07/11/2019,36,Tomato,3650,60,Quintal,Feb and July to August
214,Iewduh(Shillong),08/11/2020,36,Tomato,4000,100,Quintal,Feb and July to August
214,Iewduh(Shillong),08/11/2021,36,Tomato,2500,160,Quintal,Feb and July to August
214,Iewduh(Shillong),09/11/2018,36,Tomato,2250,250,Quintal,Feb and July to August
214,Iewduh(Shillong),09/11/2019,36,Tomato,3500,120,Quintal,Feb and July to August
214,Iewduh(Shillong),09/11/2020,36,Tomato,5000,80,Quintal,Feb and July to August
214,Iewduh(Shillong),10/11/2018,36,Tomato,2500,100,Quintal,Feb and July to August
214,Iewduh(Shillong),10/11/2019,36,Tomato,3850,100,Quintal,Feb and July to August
214,Iewduh(Shillong),10/11/2021,36,Tomato,4300,80,Quintal,Feb and July to August
214,Iewduh(Shillong),11/11/2019,36,Tomato,3500,100,Quintal,Feb and July to August
214,Iewduh(Shillong),11/11/2020,36,Tomato,4500,30,Quintal,Feb and July to August
214,Iewduh(Shillong),12/11/2018,36,Tomato,2000,70,Quintal,Feb and July to August
214,Iewduh(Shillong),12/11/2019,36,Tomato,3750,90,Quintal,Feb and July to August
214,Iewduh(Shillong),12/11/2020,36,Tomato,5000,60,Quintal,Feb and July to August
214,Iewduh(Shillong),06/12/2018,36,Tomato,3550,40,Quintal,Feb and July to August
214,Iewduh(Shillong),06/12/2019,36,Tomato,3200,100,Quintal,Feb and July to August
214,Iewduh(Shillong),06/12/2020,36,Tomato,2500,25,Quintal,Feb and July to August
214,Iewduh(Shillong),07/12/2018,36,Tomato,1700,250,Quintal,Feb and July to August
214,Iewduh(Shillong),07/12/2019,36,Tomato,4750,60,Quintal,Feb and July to August
214,Iewduh(Shillong),07/12/2021,36,Tomato,1800,100,Quintal,Feb and July to August
214,Iewduh(Shillong),08/12/2020,36,Tomato,4000,100,Quintal,Feb and July to August
214,Iewduh(Shillong),08/12/2021,36,Tomato,2200,200,Quintal,Feb and July to August
214,Iewduh(Shillong),09/12/2018,36,Tomato,2200,150,Quintal,Feb and July to August
214,Iewduh(Shillong),09/12/2019,36,Tomato,3500,100,Quintal,Feb and July to August
214,Iewduh(Shillong),10/12/2018,36,Tomato,2400,120,Quintal,Feb and July to August
214,Iewduh(Shillong),10/12/2020,36,Tomato,3850,90,Quintal,Feb and July to August
214,Iewduh(Shillong),10/12/2021,36,Tomato,4300,150,Quintal,Feb and July to August
214,Iewduh(Shillong),11/12/2019,36,Tomato,3000,160,Quintal,Feb and July to August
214,Iewduh(Shillong),11/12/2020,36,Tomato,4500,80,Quintal,Feb and July to August
214,Iewduh(Shillong),04/13/2018,36,Tomato,1450,20,Quintal,Feb and July to August
214,Iewduh(Shillong),04/13/2021,36,Tomato,1300,8,Quintal,Feb and July to August
